INDEX,CUST_ID,DIVIDED_SET,SIU_CUST_YN,SEX,AGE,RESI_COST,RESI_TYPE_CODE,FP_CAREER,OCCP_GRP,TOTALPREM,WEDD_YN,MATE_OCCP_GRP,CHLD_CNT,LTBN_CHLD_AGE,MAX_PRM,RGST_YEAR,RGST_MONTH,MAX_PAYM_YEAR,MAX_PAYM_MONTH
2872,3906,1,N,2,5,13663,40,N,2,2,Y,25,0,0,1,2003,7,2007,2
2873,3907,1,N,2,3,4279,11,N,3,0,Y,2,1,7,2,2003,7,2011,8
2874,3908,1,N,2,3,9300,13,N,15,2,Y,8,0,0,1,2003,7,2004,6
2875,3911,1,N,1,3,9916,99,N,1,9,Y,1,0,0,16,2003,7,2012,6
2876,3912,1,N,2,3,7691,11,N,18,2,Y,18,1,9,3,2003,7,2014,4
2882,3921,1,N,2,3,15351,40,Y,9,7,Y,2,1,14,6,2003,9,2016,4
2884,3923,1,N,1,4,23333,20,N,8,3,Y,3,2,6,4,2003,9,2003,11
2885,3926,1,N,1,4,21805,20,N,1,0,Y,3,2,8,1,2003,9,2006,8
2886,3929,1,N,2,3,10277,30,N,3,1,Y,1,1,11,1,2003,10,2006,2
2887,3930,1,N,1,4,30416,20,N,1,4,Y,3,3,5,4,2003,10,2011,7
2888,3931,1,N,2,3,23055,20,N,3,0,Y,8,1,5,1,2003,10,2015,9
2891,3937,1,N,2,3,1322,12,N,3,0,Y,9,4,9,4,2003,11,2013,1
2897,3948,1,N,1,4,52222,20,N,8,2,Y,8,0,0,1,2003,12,2004,3
2904,3959,1,N,1,5,24722,20,N,15,1,Y,9,2,25,1,2004,2,2004,2
2905,3960,1,N,2,3,18611,20,N,3,4,Y,1,2,8,4,2004,2,2015,9
2907,3964,2,,2,4,21207,11,N,20,2,Y,8,0,0,2,2004,2,2004,3
2912,3972,1,N,1,4,46666,20,N,8,4,Y,3,2,17,4,2004,3,2007,1
2917,3980,1,N,2,5,11666,20,N,3,0,Y,2,2,23,2,2004,3,2016,6
2918,3981,1,N,2,3,18055,20,N,19,2,Y,8,1,3,5,2004,4,2015,4
2920,3985,1,N,1,4,18055,20,N,9,0,Y,3,2,14,1,2004,4,2009,9
2921,3986,1,N,2,4,7777,20,N,3,1,Y,10,0,0,3,2004,4,2008,6
2923,3989,1,N,1,3,21250,20,N,15,3,Y,18,1,8,2,2004,5,2009,9
2926,3993,1,N,2,4,9409,11,N,8,0,Y,8,3,14,1,2004,5,2008,7
2930,3999,1,N,1,5,8987,12,N,7,2,Y,3,2,18,1,2004,6,2004,6
2931,4000,1,N,1,3,9722,20,N,1,0,Y,9,2,4,3,2004,6,2004,8
2932,4001,2,,2,4,25972,20,Y,3,1,Y,2,2,16,2,2004,6,2016,6
2937,4008,2,,2,5,8337,99,N,3,2,Y,6,2,21,3,2004,6,2007,3
2939,4010,1,N,2,5,20833,20,N,9,1,Y,1,2,25,1,2004,6,2008,4
2940,4011,1,Y,2,4,6805,20,Y,9,5,Y,2,1,18,5,2004,6,2006,10
2943,4015,1,N,2,3,6666,20,N,24,1,Y,6,0,0,6,2004,7,2007,9
2944,4016,1,N,1,4,27500,20,N,8,1,Y,1,1,9,1,2004,8,2009,9
2946,4018,1,Y,2,3,17916,20,N,9,0,Y,13,0,0,2,2004,8,2012,5
2948,4021,2,,2,5,11684,40,N,3,3,Y,8,3,22,8,2004,8,2011,8
2949,4023,1,N,2,6,5864,11,N,3,0,Y,8,0,0,0,2004,9,2016,6
2951,4025,1,N,2,5,22777,20,N,5,0,Y,15,2,20,2,2004,9,2012,8
2953,4029,1,N,2,5,26752,12,N,19,8,Y,1,3,18,12,2004,10,2012,10
2954,4033,1,N,2,3,15138,20,N,1,0,Y,6,1,12,0,2004,10,2016,6
2960,4047,1,N,2,4,23888,20,N,2,1,Y,1,1,24,2,2004,12,2014,1
2961,4048,1,N,2,3,10138,20,N,18,0,Y,8,2,5,3,2004,12,2015,1
2965,4052,1,N,1,3,4305,20,N,8,1,Y,3,0,0,2,2005,1,2012,5
2966,4054,2,,1,6,12083,20,N,10,0,Y,3,0,0,1,2005,1,2005,1
2970,4062,1,N,1,3,42222,20,N,8,0,Y,1,0,0,0,2005,2,2010,10
2972,4065,1,N,1,5,19444,20,N,8,3,Y,8,2,27,2,2005,2,2005,3
2974,4067,1,N,2,6,25833,30,N,25,1,Y,25,0,0,3,2005,3,2012,12
2975,4069,1,N,2,4,9166,20,N,3,1,Y,1,1,9,1,2005,3,2008,9
2977,4072,1,N,1,4,18194,20,N,19,1,Y,19,1,12,2,2005,3,2008,9
2982,4079,1,N,2,5,6863,12,N,10,9,Y,8,3,22,12,2005,4,2011,9
2991,4096,1,N,2,5,12916,20,Y,9,3,Y,7,2,21,14,2005,6,2012,3
2992,4098,1,N,2,3,15375,99,N,18,1,Y,1,1,9,6,2005,6,2016,4
2995,4102,2,,2,3,19305,20,N,2,2,Y,13,0,0,3,2005,6,2008,12
2997,4106,1,N,1,4,38611,20,N,20,4,Y,19,1,5,7,2005,6,2015,8
2998,4108,1,N,2,4,22222,20,Y,9,1,Y,2,2,17,8,2005,7,2014,1
2999,4111,1,N,1,3,6609,12,N,1,0,Y,1,1,12,3,2005,7,2013,12
3000,4112,1,N,2,4,8750,20,N,3,1,Y,8,2,6,2,2005,7,2011,6
3004,4118,1,N,2,4,6227,12,N,18,1,Y,8,3,15,1,2005,8,2005,10
3005,4119,1,N,2,6,4960,99,N,3,1,Y,7,0,0,2,2005,8,2006,9
3006,4121,1,N,2,4,7681,40,N,24,0,Y,1,2,14,3,2005,8,2013,6
3007,4122,1,Y,2,4,7049,40,N,3,0,Y,20,0,0,0,2005,9,2016,5
3009,4124,1,N,2,3,24444,20,N,3,3,Y,15,2,5,7,2005,9,2016,6
3012,4128,1,N,2,3,39066,20,N,3,2,Y,15,2,3,4,2005,9,2014,3
3017,4134,1,Y,2,5,23114,11,N,3,1,Y,8,1,20,5,2005,10,2015,8
3022,4142,1,N,2,3,6388,20,N,18,0,Y,1,2,9,2,2005,11,2009,9
3025,4146,1,N,2,3,8014,11,N,3,0,Y,6,1,4,1,2005,12,2015,4
3028,4149,2,,2,4,12222,30,N,9,0,Y,1,0,0,0,2005,12,2012,8
3030,4151,1,Y,2,5,19722,20,N,3,0,Y,8,2,30,2,2006,1,2008,1
3036,4160,1,N,2,5,8505,11,N,9,7,Y,8,2,25,10,2006,2,2015,2
3057,4194,1,N,2,4,15278,12,N,2,0,Y,8,1,27,5,2006,6,2015,2
3060,4200,1,N,1,6,15000,30,N,8,1,Y,3,0,0,3,2006,7,2007,3
3062,4203,1,N,1,4,37777,20,N,15,6,Y,18,1,12,8,2006,8,2015,11
3063,4205,1,N,2,3,35138,20,N,3,1,Y,1,0,0,0,2006,9,2008,1
3066,4211,1,N,2,6,10930,12,N,9,2,Y,2,1,24,5,2006,9,2013,5
3069,4216,2,,2,3,12222,20,N,18,0,Y,15,0,0,1,2006,10,2006,10
3072,4220,1,N,1,7,2484,11,N,7,1,Y,7,0,0,6,2006,11,2010,8
3073,4221,1,N,1,5,12222,20,N,7,5,Y,1,2,24,7,2006,11,2012,9
3075,4224,1,N,2,5,9369,40,N,9,0,Y,6,2,23,2,2006,11,2013,1
3076,4225,1,N,2,6,2845,12,N,16,2,Y,7,1,33,6,2006,11,2010,11
3078,4227,1,N,2,3,27261,20,N,1,0,Y,9,0,0,1,2006,12,2011,10
3082,4231,1,N,2,4,9027,30,Y,9,2,Y,12,1,9,6,2006,12,2015,6
3084,4234,1,N,2,4,19027,20,N,4,0,Y,1,2,11,1,2007,1,2011,9
3086,4236,1,N,1,5,22777,20,N,2,2,Y,2,2,17,2,2007,1,2016,6
3087,4238,1,Y,2,4,13611,20,N,18,0,Y,2,3,9,3,2007,1,2011,3
3091,4244,1,N,2,4,20555,20,N,1,1,Y,1,0,0,1,2007,2,2007,2
3094,4248,2,,2,3,2321,13,N,2,0,Y,8,0,0,0,2007,3,2016,6
3096,4252,1,N,1,5,18376,20,N,13,0,Y,18,3,7,1,2007,4,2016,6
3097,4253,1,N,1,4,32222,20,N,1,1,Y,3,1,10,2,2007,4,2008,11
3098,4256,2,,2,3,13888,20,N,3,0,Y,8,2,9,1,2007,5,2008,7
3100,4260,1,N,2,5,33692,40,N,9,0,Y,9,1,19,4,2007,5,2007,12
3102,4262,1,N,2,3,17443,20,N,3,1,Y,1,1,9,1,2007,5,2015,9
3103,4263,1,N,1,4,9991,30,N,1,0,Y,3,0,0,5,2007,5,2016,1
3107,4268,1,N,1,5,7361,20,N,6,0,Y,9,0,0,1,2007,6,2013,6
3110,4274,1,Y,2,5,14027,30,N,3,1,Y,6,2,33,1,2007,7,2009,7
3112,4276,1,N,2,3,13966,13,N,16,0,Y,8,1,9,1,2007,8,2008,6
3115,4281,1,N,2,3,28055,30,N,3,1,Y,13,1,8,1,2007,9,2009,10
3120,4286,1,N,2,3,15000,30,N,3,0,Y,6,1,9,0,2007,9,2016,6
3123,4290,1,N,2,5,24444,20,N,2,3,Y,1,2,26,5,2007,11,2012,4
3124,4291,1,N,2,3,9977,40,N,3,0,Y,1,0,0,2,2007,11,2010,10
3126,4294,1,N,2,4,8055,20,N,8,1,Y,6,1,12,2,2007,12,2012,12
3128,4296,1,N,2,5,27916,20,N,3,1,Y,8,2,27,4,2008,1,2014,8
3131,4299,1,N,2,3,5295,30,N,3,0,Y,9,0,0,0,2008,1,2016,6
3133,4301,1,N,2,3,11022,13,N,9,3,Y,8,0,0,5,2008,1,2008,12
3135,4303,2,,2,3,33194,20,N,3,1,Y,1,1,9,2,2008,2,2016,6
3141,4311,1,Y,2,4,18750,20,N,2,0,Y,2,1,18,2,2008,4,2009,7
3146,4318,1,N,1,5,31111,20,N,2,1,Y,9,0,0,7,2008,5,2013,10
3149,4323,1,N,2,5,0,60,N,2,2,Y,2,2,22,5,2008,6,2015,11
3151,4326,1,N,2,4,6388,20,N,3,0,Y,6,1,20,1,2008,8,2016,2
3153,4330,1,N,2,5,6944,20,N,3,3,Y,2,1,21,4,2008,10,2016,6
3154,4333,1,N,2,3,10277,20,N,3,3,Y,2,2,7,3,2008,11,2010,12
3158,4342,1,N,1,3,24444,20,N,4,3,Y,3,0,0,8,2009,2,2015,6
3159,4343,1,N,2,4,12291,40,N,3,2,Y,1,2,15,2,2009,2,2016,6
3160,4345,1,Y,2,5,8817,12,N,3,4,Y,8,3,22,9,2009,2,2014,5
3162,4348,1,N,2,3,38055,20,N,3,0,Y,1,0,0,1,2009,3,2016,5
3164,4352,1,N,2,4,7083,20,N,3,4,Y,6,2,8,8,2009,4,2014,11
3168,4356,2,,2,4,17222,20,N,3,1,Y,6,3,9,2,2009,5,2012,3
3169,4357,1,N,2,3,14444,20,N,3,0,Y,15,2,7,1,2009,5,2013,5
3170,4360,1,N,1,3,27361,20,N,19,1,Y,4,1,5,2,2009,6,2013,3
3173,4364,1,N,2,3,8175,99,N,3,1,Y,7,2,8,2,2009,7,2016,1
3174,4368,1,N,1,5,9125,13,N,8,4,Y,3,1,22,12,2009,8,2013,8
3177,4374,1,N,1,4,21666,20,Y,9,0,Y,9,2,10,3,2009,8,2016,4
3178,4377,1,N,2,2,17777,20,N,3,1,Y,8,2,4,3,2009,9,2016,6
3179,4380,1,Y,2,4,7083,30,N,3,0,Y,1,1,22,1,2009,10,2010,8
3180,4384,1,N,1,4,7777,20,N,15,0,Y,3,0,0,1,2009,10,2014,12
3181,4385,1,N,1,4,12500,20,N,8,1,Y,24,2,7,2,2009,11,2014,7
3186,4392,1,N,2,3,25852,20,N,19,2,Y,10,2,7,5,2010,1,2016,1
3189,4397,1,N,1,3,12263,99,N,8,1,Y,9,1,11,2,2010,2,2015,3
3191,4401,1,N,1,3,9372,12,N,10,0,Y,10,0,0,1,2010,3,2016,6
3194,4406,1,N,1,4,10317,99,N,6,0,Y,9,1,7,2,2010,4,2014,7
3198,4413,1,N,2,4,7083,20,N,3,1,Y,15,2,7,2,2010,6,2015,12
3203,4422,1,N,2,6,16805,20,N,3,0,Y,2,2,33,0,2010,7,2012,3
3209,4432,2,,2,4,10833,20,N,3,0,Y,1,3,16,1,2010,11,2016,6
3210,4433,1,N,1,4,17777,20,N,1,0,Y,3,3,5,3,2010,11,2012,6
3213,4437,2,,2,4,36527,20,N,3,2,Y,1,2,18,4,2011,1,2015,2
3220,4448,1,N,2,5,25994,12,N,1,0,Y,1,1,20,2,2011,5,2014,9
3223,4455,1,N,2,5,49722,20,N,3,0,Y,8,2,24,0,2011,8,2014,7
3224,4456,1,N,1,4,3163,12,N,2,0,Y,2,0,0,1,2011,9,2012,12
3228,4463,1,N,2,3,14685,99,N,3,0,Y,1,1,6,1,2011,12,2014,7
3229,4464,1,N,2,5,8928,40,N,3,0,Y,1,2,21,1,2011,12,2016,6
3233,4472,1,N,2,5,7531,12,N,3,1,Y,2,0,0,2,2012,3,2012,3
3237,4477,1,N,2,3,6250,20,N,19,0,Y,4,1,4,1,2012,3,2013,2
3239,4481,1,N,2,3,0,12,N,9,0,Y,8,2,7,2,2012,4,2015,8
3241,4488,1,N,2,4,3194,30,N,8,2,Y,9,0,0,5,2012,7,2013,3
3242,4489,1,N,2,4,15833,20,N,9,0,Y,9,2,17,3,2012,7,2013,3
3243,4490,1,N,2,5,21805,20,N,2,0,Y,2,1,26,1,2012,7,2016,6
3246,4495,1,N,1,4,5221,12,N,8,4,Y,19,1,6,10,2012,9,2016,6
3251,4501,1,N,2,4,21111,20,N,3,1,Y,6,3,19,3,2012,11,2016,6
3252,4502,1,Y,2,4,30555,20,N,3,1,Y,9,2,17,6,2012,12,2016,5
3279,4547,1,N,2,5,22222,20,Y,9,44,Y,8,1,32,32,1999,10,2001,4
3280,4548,1,N,2,7,5659,12,N,25,2,Y,6,0,0,2,1999,10,2016,5
3281,4549,1,Y,2,5,3477,12,Y,2,2,Y,4,2,29,1,1999,10,2011,2
3283,4551,1,N,2,7,6390,11,Y,3,18,Y,8,0,0,12,1999,10,2002,8
3284,4552,1,N,2,6,21388,20,Y,25,5,Y,13,1,35,5,1999,10,2007,11
3286,4554,1,N,2,7,17361,30,Y,2,37,Y,6,0,0,24,1999,10,2004,11
3290,4558,2,,2,6,7840,11,N,25,3,Y,25,0,0,4,1999,10,2015,11
3291,4559,1,N,1,5,12222,30,N,2,2,Y,2,2,25,19,1999,10,2015,6
3292,4560,1,Y,1,6,9722,20,N,1,7,Y,3,1,24,10,1999,10,2012,6
3294,4563,1,N,1,5,40000,20,N,15,10,Y,3,2,17,33,1999,10,2012,9
3295,4564,1,N,2,5,15000,20,N,17,12,Y,20,1,25,9,1999,10,2008,9
3298,4567,1,N,1,5,10805,40,N,8,4,Y,3,2,27,29,1999,10,2003,5
3299,4568,2,,2,4,7150,12,Y,3,1,Y,1,2,12,4,2000,1,2008,10
3301,4570,2,,2,6,8333,20,N,9,3,Y,2,0,0,3,2000,9,2013,5
3302,4571,1,N,2,4,13750,20,Y,18,8,Y,8,2,18,6,2000,10,2004,5
3303,4572,1,Y,2,6,3390,12,N,3,1,Y,2,1,34,6,2001,1,2001,10
3304,4573,1,N,2,5,3429,30,Y,3,3,Y,8,2,23,9,2001,2,1999,1
3306,4575,1,N,1,5,18055,20,N,6,4,Y,3,2,22,3,2001,2,2005,7
3307,4576,1,N,1,5,19969,11,N,12,5,Y,3,2,23,2,2001,2,1999,8
3309,4578,1,N,2,6,24319,11,N,9,3,Y,9,0,0,2,2001,3,2003,5
3310,4579,1,N,2,5,10751,30,N,9,5,Y,8,0,0,3,2001,3,2008,12
3311,4580,1,N,2,5,5079,12,Y,3,10,Y,1,2,24,7,2001,3,2008,12
3312,4581,1,N,2,6,40000,20,N,3,14,Y,2,1,34,13,2001,3,2011,1
3314,4583,1,Y,2,4,7777,30,N,1,18,Y,1,2,24,19,2001,4,2007,6
3317,4586,1,N,2,6,9305,20,Y,25,7,Y,25,0,0,5,2001,4,2006,2
3318,4587,1,Y,1,5,8019,11,N,7,0,Y,1,2,20,0,2001,4,2002,12
3319,4588,1,N,2,4,7638,40,N,24,1,Y,10,2,20,3,2001,4,2002,10
3320,4589,1,N,1,5,12916,20,N,18,7,Y,9,2,24,3,2001,4,2007,6
3321,4590,1,N,2,5,12083,20,N,9,0,Y,8,1,24,3,2001,5,2013,1
3322,4591,1,N,2,5,16250,20,N,3,0,Y,8,3,23,0,2001,5,2003,5
3323,4592,1,N,2,6,9891,99,N,19,4,Y,1,1,23,7,2001,5,2010,3
3324,4593,1,N,2,6,8289,12,N,3,26,Y,2,0,0,24,2001,5,2002,1
3325,4594,1,N,2,6,16253,30,N,1,6,Y,6,0,0,4,2001,6,2014,12
3326,4595,1,N,2,5,15982,40,N,8,24,Y,8,1,17,22,2001,6,2000,6
3327,4596,1,N,2,5,22361,20,N,1,8,Y,2,1,31,5,2001,7,2007,2
3331,4600,1,Y,2,5,15000,20,N,1,1,Y,6,2,28,1,2001,8,2016,6
3332,4601,1,N,2,4,2255,12,N,8,1,Y,8,3,16,4,2001,8,2002,8
3334,4603,1,Y,2,5,26282,12,N,3,2,Y,8,2,26,1,2001,9,2009,11
3335,4604,1,N,1,6,6616,40,N,9,2,Y,3,2,32,6,2001,10,2006,7
3336,4605,1,N,2,5,23809,11,N,3,1,Y,2,1,30,3,2001,10,2016,4
3337,4606,1,N,2,4,16944,20,N,18,4,Y,1,1,20,3,2001,10,2004,3
3338,4607,1,N,2,5,1152,12,N,3,8,Y,1,2,23,9,2001,10,2006,10
3339,4608,1,N,2,6,48888,20,N,3,5,Y,1,2,29,4,2001,11,2003,5
3340,4609,1,N,2,5,5315,13,N,2,2,Y,1,3,18,4,2001,11,2014,5
3341,4610,1,N,2,6,10277,20,Y,3,0,Y,2,0,0,1,2001,11,2007,5
3342,4611,1,Y,2,5,15005,30,N,1,3,Y,1,1,29,5,2001,11,2001,11
3343,4612,1,N,2,4,16111,20,N,3,4,Y,15,2,7,4,2001,11,2014,3
3344,4613,1,N,2,6,11805,20,N,3,2,Y,16,1,34,3,2001,12,2011,9
3345,4614,1,N,2,5,4966,13,N,2,10,Y,8,2,30,7,2001,12,2007,9
3346,4615,1,N,2,4,5825,11,N,3,1,Y,8,2,18,0,2001,12,2003,5
3347,4616,1,N,2,6,11586,30,Y,3,6,Y,8,0,0,4,2002,1,2002,6
3348,4617,1,N,2,5,9444,20,Y,8,5,Y,15,2,20,5,2002,1,2003,5
3351,4620,1,Y,1,6,2870,11,N,1,0,Y,3,0,0,0,2002,3,2010,2
3352,4621,1,N,2,4,15277,20,N,9,3,Y,6,2,17,2,2002,3,2005,1
3353,4622,1,N,2,4,16250,30,N,8,3,Y,8,2,20,2,2002,3,2001,10
3354,4623,2,,2,4,20972,20,Y,3,11,Y,1,2,14,11,2002,5,2006,4
3355,4624,1,N,2,4,6080,12,N,3,10,Y,6,2,10,16,2002,5,2008,3
3356,4625,1,N,2,5,27777,30,Y,9,15,Y,9,2,23,11,2002,6,2014,8
3358,4627,2,,2,5,12638,20,Y,3,5,Y,10,2,26,6,2002,7,2006,11
3359,4628,1,N,1,5,35555,20,N,9,3,Y,9,2,27,1,2002,7,1999,3
3360,4629,1,N,2,5,14444,20,Y,8,3,Y,8,3,21,5,2002,8,2014,1
3361,4630,1,N,1,5,28888,20,N,16,1,Y,19,1,34,2,2002,8,2007,1
3365,4634,1,Y,2,6,11582,11,N,3,5,Y,1,1,22,13,2002,8,2008,7
3366,4635,1,N,2,4,7568,11,N,19,4,Y,1,2,13,4,2002,9,2003,3
3368,4637,1,N,2,5,7375,12,N,8,7,Y,1,2,23,5,2002,9,2013,1
3370,4639,1,Y,2,5,18611,20,Y,9,34,Y,8,1,28,25,2002,9,2008,10
3371,4640,1,N,2,4,35698,11,N,3,1,Y,8,2,18,2,2002,9,2002,6
3372,4641,1,N,2,4,13472,30,N,8,14,Y,8,4,16,9,2002,9,2010,2
3374,4643,1,N,2,4,28611,20,N,18,10,Y,1,2,19,7,2002,10,2015,6
3375,4644,1,N,1,4,16111,20,N,6,1,Y,2,2,17,9,2002,11,2001,2
3378,4647,1,N,1,6,8401,40,N,2,2,Y,25,0,0,3,2002,3,2007,2
3379,4648,1,N,2,6,28033,11,Y,3,16,Y,7,0,0,22,2000,12,2004,5
3380,4649,1,N,2,6,8058,30,Y,2,1,Y,9,1,34,0,1998,8,2003,5
3381,4650,1,N,2,6,6388,30,Y,19,2,Y,8,1,35,3,1999,9,2007,5
3382,4651,1,N,2,6,13333,20,Y,3,0,Y,1,0,0,0,1988,3,2015,10
3384,4653,1,N,2,6,25555,20,Y,2,8,Y,6,3,24,4,1984,5,2016,6
3385,4654,2,,2,6,12777,20,Y,25,13,Y,2,1,35,9,1995,11,2016,1
3386,4655,1,N,2,6,19027,20,Y,2,8,Y,1,0,0,1,1993,12,2004,11
3387,4656,1,N,2,6,21250,20,Y,3,24,Y,11,0,0,27,2002,8,2006,5
3388,4657,1,N,2,6,4679,12,N,9,2,Y,2,2,28,17,2000,12,2002,7
3389,4658,2,,2,6,4166,20,Y,9,1,Y,8,1,35,1,1997,7,2004,3
3390,4659,1,N,2,6,29444,20,Y,2,2,Y,2,1,27,3,2000,1,2016,4
3391,4660,1,N,2,6,6944,20,Y,3,0,Y,1,0,0,1,1994,6,2011,8
3392,4661,1,N,2,5,17500,20,Y,3,3,Y,8,1,32,5,1990,7,2012,6
3393,4663,1,N,2,5,32834,11,Y,9,1,Y,2,0,0,4,1985,7,2004,10
3395,4665,1,N,2,5,45694,20,Y,3,1,Y,10,2,33,3,2000,2,2004,3
3396,4666,1,N,2,5,24444,20,Y,1,5,Y,8,1,23,3,1997,4,2005,3
3397,4667,1,N,2,5,3744,11,Y,3,12,Y,7,1,27,7,1996,12,2007,12
3398,4668,1,N,2,5,29305,20,Y,3,7,Y,1,2,26,6,1999,12,2011,10
3399,4669,1,Y,2,5,17777,20,Y,3,0,Y,6,2,33,1,1996,8,2014,2
3401,4671,1,N,2,5,15484,40,Y,1,0,Y,1,0,0,0,1994,12,2003,5
3402,4672,1,N,2,5,8888,20,Y,9,3,Y,9,2,29,6,1995,5,2009,11
3403,4673,1,Y,2,5,6944,20,Y,9,10,Y,8,2,27,11,1997,4,2010,11
3404,4674,1,N,2,5,3888,30,Y,9,2,Y,6,2,25,4,1992,4,2016,2
3405,4675,1,N,2,5,8040,12,Y,3,3,Y,8,3,21,5,2001,5,2002,9
3407,4677,1,N,2,5,20000,20,Y,8,8,Y,9,2,25,7,1998,5,2014,12
3408,4678,1,N,2,5,18888,30,Y,3,2,Y,6,2,28,2,1994,11,2004,4
3409,4679,1,N,2,5,14027,20,Y,3,20,Y,1,2,24,21,1992,8,2016,3
3410,4680,2,,2,5,5694,20,Y,3,3,Y,1,2,25,10,1999,6,2010,12
3411,4681,1,N,2,5,35555,20,Y,3,34,Y,1,2,23,48,1997,4,2016,3
3412,4682,1,N,2,5,14166,20,Y,3,2,Y,8,2,18,4,1998,1,1998,6
3413,4683,1,Y,2,5,6111,30,Y,2,3,Y,6,2,23,1,1991,11,2003,5
3414,4684,1,N,2,5,9856,12,Y,3,4,Y,8,2,22,5,2001,8,2002,12
3415,4685,2,,2,5,1679,11,Y,9,1,Y,9,0,0,3,1993,8,2014,8
3416,4686,1,N,2,5,11388,30,Y,3,9,Y,8,2,20,13,1993,7,2001,9
3417,4687,2,,2,5,10555,20,Y,3,1,Y,1,3,20,7,2001,1,2001,5
3418,4688,1,N,2,5,7916,30,Y,3,1,Y,2,2,22,5,1998,2,1998,6
3419,4689,1,N,2,5,26111,20,Y,3,18,Y,6,2,18,9,2001,4,2012,8
3420,4690,1,N,2,4,12083,20,Y,9,5,Y,8,1,18,5,2000,7,2006,5
3422,4692,1,N,2,4,65555,20,Y,3,4,Y,8,3,17,12,1999,10,2013,10
3423,4693,1,Y,2,4,46016,20,Y,3,3,Y,1,2,18,3,1996,9,2005,12
3424,4694,1,N,2,4,0,11,Y,3,1,Y,1,3,14,2,1999,3,1999,7
3427,4697,2,,2,4,35277,20,Y,3,1,Y,8,3,14,1,1999,10,2000,3
3428,4698,2,,1,4,13472,20,N,4,6,Y,3,0,0,4,2001,4,2016,6
3429,4699,1,N,2,4,4305,20,Y,3,7,Y,6,2,16,9,1997,10,2000,2
3430,4700,1,N,1,4,16379,99,Y,2,4,Y,3,2,12,6,2001,2,2002,10
3431,4701,1,N,2,4,41944,20,N,19,2,Y,1,2,12,2,2002,11,2006,11
3432,4702,1,N,2,4,7083,30,N,2,4,Y,6,2,15,4,2002,12,2016,2
3433,4703,1,N,2,4,9444,30,N,3,1,Y,8,1,10,2,2002,12,2010,11
3435,4705,1,N,2,5,8333,20,N,3,14,Y,12,2,31,18,2003,1,2016,5
3437,4707,1,N,2,4,10831,40,N,3,0,Y,8,2,13,2,2003,3,2004,8
3440,4710,2,,1,6,15994,11,N,2,9,Y,2,0,0,23,2003,5,2003,11
3441,4711,1,N,2,5,3597,12,Y,9,1,Y,6,1,35,4,2003,5,2005,6
3447,4746,1,N,1,7,20138,20,N,1,4,Y,9,0,0,3,2003,6,2008,5
3449,4749,1,N,2,7,5791,99,N,3,2,Y,7,0,0,1,2003,6,2011,8
3454,4755,1,N,1,7,31805,20,N,6,1,Y,3,0,0,1,2003,6,2003,5
3461,4764,1,N,2,7,7181,99,N,7,0,Y,7,0,0,0,2003,6,2006,8
3462,4765,1,N,1,7,2778,11,N,7,0,Y,7,0,0,0,2003,6,2003,5
3467,4771,1,N,2,7,7638,20,N,25,1,Y,25,0,0,7,2003,6,2005,7
3469,4774,1,N,2,7,8318,30,N,3,7,Y,16,0,0,6,2003,6,2007,9
3475,4783,1,N,1,7,15923,30,N,1,1,Y,3,0,0,16,2003,6,2004,3
3477,4786,1,Y,2,7,30549,12,N,3,0,Y,8,0,0,0,2003,6,1999,3
3480,4790,1,N,2,7,71111,20,N,3,8,Y,2,0,0,2,2003,6,2006,7
3482,4792,1,N,2,7,11944,20,N,3,1,Y,1,0,0,0,2003,6,1999,3
3489,4802,1,N,1,7,4345,12,N,8,1,Y,9,0,0,4,2003,6,2004,4
3490,4803,1,N,2,7,3934,40,N,2,2,Y,2,0,0,2,2003,6,2004,11
3491,4804,1,N,2,6,19444,20,N,3,3,Y,3,0,0,0,2003,6,2003,5
3492,4805,1,N,2,6,25179,12,N,2,2,Y,2,0,0,3,2003,6,2003,5
3493,4806,1,N,2,6,27895,40,N,25,4,Y,6,0,0,5,2003,6,2003,11
3496,4809,1,N,1,6,16215,40,N,2,12,Y,3,0,0,3,2003,6,2007,12
3497,4811,1,N,1,6,12222,20,N,1,1,Y,3,0,0,0,2003,6,2006,7
3500,4814,1,N,1,6,22420,30,N,2,5,Y,1,1,29,7,2003,6,2001,10
3501,4816,1,N,2,6,12638,20,N,9,4,Y,9,0,0,5,2003,6,2001,1
3503,4820,1,N,2,6,115015,11,N,3,6,Y,2,0,0,6,2003,6,2000,8
3504,4821,2,,1,6,27669,40,N,2,2,Y,9,0,0,4,2003,6,2004,2
3505,4823,1,N,1,6,5425,40,N,14,4,Y,3,0,0,3,2003,6,2007,1
3506,4824,1,N,2,6,7170,40,N,25,3,Y,9,0,0,13,2003,6,2004,4
3508,4826,1,N,2,6,9583,20,N,25,5,Y,9,0,0,22,2003,6,2010,10
3509,4827,1,N,2,6,19583,20,N,3,2,Y,1,0,0,1,2003,6,2001,1
3511,4829,1,N,1,6,1930,12,N,25,2,Y,25,0,0,3,2003,6,2016,6
3516,4835,1,N,1,6,32777,20,N,7,1,Y,3,0,0,9,2003,3,2011,9
3517,4836,1,N,2,6,31111,20,N,3,7,Y,25,0,0,2,2003,6,2005,6
3518,4837,2,,2,6,21250,20,N,3,3,Y,9,3,28,1,2003,6,2008,11
